,Question,Right_Answer,Grade,Number,Responses,Number of Question,label
1130, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,3.5,[21],التخويف من الجريمة الإلكترونية بتعزيز العقوبات و عدم التساهل معها، إضافة قوانين لمتابعة قضائيا، إضافة قوانين حماية الملكية الفكرية.,27,1
1131, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,1.25,[22],يجب على القانون ان يجاري التكولوجيا اي ان يجب النظر و و زيادة عدة من القوانين التي تعاقب الاشخاص الذين يسببون اضرار الى الآخرين باستعمال وسائل التكنولوجيا او زيادة الغرامات و العقوبات حتى يتم الى او انقاص هذه الجرائم كلما زاد تطور التكنولوجيا كلمازادتوتغيرتالقوانين,27,0
1132, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,2.75,[23],يجب اجراء تعديلات في القانون الجزائري للمعاقبة على الجريمة الإلكترونية من كل النواحي من حيث الوصول إلى البيانات الخاصة و الإستثمار في الأنظمة التي تتعقب المخترقين,27,1
1133, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,2.25,[24],يجب إضافة مواد وقوانين عقابية خاصة بالمخالفات الالكترونية كقوانين تمنع إستعمال المعلومات الشخصية,27,0
1134, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,0.75,[25],العقوبات الصارمة ضد مرتكبيها ، اقامة وسائل مادية وفكرية لمحاربة هذه الجريمة ، احداث مراقبات على مستعمليها ، اقامة ثغرات للاطاحة بمرتكبيها.,27,0
1135, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,0.0,[26],الجوانب الواجب إثراؤها هي: أمن المعلومات بإثبات و تحديد الهوية مثل : البطاقة الائتمانية تحديد مسؤوليات و صلاحيات المستخدمين.,27,0
1136, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,1.5,[27],الحرص على تشريع و تطبيق قوانين الجريمة الإلكترونية مع الحرص في التنفيذ,27,0
1137, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,0.75,[28],الحد من محاولة الوصول أو الإحتفاظ أو تغيير النظام المعلوماتي الالي (قانون 04-15 من قانون العقوبات) و السماح للأجهزة القضائية و الشرطة بالدخول الى سجل البيانات و المعلومات,27,0
1138, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,0.75,[29],"تصدير قوانين دقيقة و صارمة في كل مجال من مجالات الجريمة الإلكترونية، العمل بطرق الحماية : المادية ,الغنية ,الإدارية و توعية الموظفين بحملات و شرحات داخل الوطن.",27,0
1139, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,0.0,[30],"جوانب التعدي الالكتروني ,الملكية الفكرية ,المواقع المعادية ,التشهير و الابتزاز",27,0
1140, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,0.75,[31],إضافة عقوبات كالسجن أو الغرامة المالية لمرتكبي الجرائم الإلكترونية ووقع العقوبة ان كانت بسيطة، مضاعفة العقوبة حسب الضرر الذي يمكن أن يلحق به,27,0
1141, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,0.75,[32],يجب إجراء الأمن المعلوماتي ووضع مختصين يقومون بالإشراف على القضايا الجنائية الإلكترونية,27,0
1142, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,3.75,[33],تشريع نصوص واضحة و مشروحة حول العقوبات و تصنيفها، تخصيص لجان متخصصة لدراسة الجرائم و التي تكون مكونة في المجال,27,1
1143, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,0.75,[34],تشديد العقوبات على المخترقين وعلى الارهاب الالكتروني، حراسة و عقاب الموظفين الغير محافظين على الاسرار,27,0
1144, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,1.0,[35],محاكمة كل من يقوم باعمال غير قانونية، رفع مدة السجن، رفع قيمة الغرامات على هدا النوع من الجرائم,27,0
1145, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,1.25,[36],انشاء عقوبات مالية و السجن,27,0
1146, ماهي الجوانب  الواجب إثراؤها في القانون الجنائي التقليدي لتكييفه مع واقع  الجريمة الالكترونية في  بلادنا؟, تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.,1.25,[37],التقليل من القرصنة الالكترونية، معاقبة المخترقين,27,0
1147, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[1],تحكم المخترق بالجهاز، قدرته على التجسس على المعلومات بالجهاز و الملفات، قدرته على تثبيت برامج ضارة، قدرته على التجسس على المعلومات السرية عبر تثبيت برامج,28,1
1148, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[2],التحكم في الكمبيوتر ، سرقة المعلومات، تحميل ملفات من الكمبيوتر دون علم المستخدم، تركيب تقنيات تجسس على اجهزة مستخدمة لتسجيل ضربات لوحة المفاتيح.,28,1
1149, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,4.5,[3],امكانية وصول الهاكر الى الجهاز عبر الباب الخلفي للتحكم للجهاز عن بعد أو تحميل وازالة البرامج من على الجهاز او سرقة المعلومات مثل كلمات المرور من خلال تحميل لتسجيل نقرات لوحة المفاتيح وارسالها الي المخترق),28,1
1150, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[4],يقوم بربطه بالمخترق عن طريق باب خلفي مما يسمح له: بالاطلاع على المعلومات و نقل المعلومات من و الى الجهاز دون علم المستخدم تركيب أجهزة خاصة تقوم بتسجيل النقرات على لوحة المفاتيح .,28,1
1151, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[5],يدعوا المخترقين للاتصال بالجهاز عبر باب خلفي عبر الانترنت حيث يستطيع المخترقون بالتحكم في الجهاز و سرقة المعلومات منه و تحميل ملفات من و الى الجهاز دون علم صاحبه .,28,1
1152, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,1.5,[6],مراقبة برامج النظام، تخريب برامج النظام.,28,0
1153, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[7],تحكم المخترق في الجهاز، نقل الملفات من و الى الجهاز دون علم صاحبه، سرقة المعلومات كسرقة البريد الإلكتروني أو سرقة الهوية، اتصال المخترق بالجهاز عبر باب خلفي ، سرقة المعلومات و الأرقام السرية عبر تثبيت برامج التجسس لأجهزة المستخدمين لتسجيل ضربات لوحة المفاتيححيثتنقلالمعلوماتالىالمخترقأوتوماتيكيا,28,1
1154, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[8],يقوم باٍبهام المستخدم بأهمية محتواه و هو عكس ذلك، عندها يصبح للمجرم اٍمكانية الدخول عبر الباب الخلفي و باٍمكانه التحكم في الجهاز و تحميل برامج من و اٍلى الجهاز دون علم المستخدم، و يمكنه أيضا التجسس و سرقة كلمة السر أو اٍتلاف المعلومات,28,1
1155, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[9],التحكم في الجهاز، سرقة أو إتلاف معلومات، تحميل برامج على الجهاز دون علم المستخدم، تثبيت برامج حفظ نقرات لوحة المفاتيح التجسس (سرقة كلمات السر),28,1
1156, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[10],التجسس على المستخدم، تحميل معلومات من و إلى جهاز المستخدم، سرقة المعلومات، التحكم في جهاز المستخدم .,28,1
1157, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[11],فور الإصابة بهذا النوع من البرمجيات يتصل عن طريق باب خلفي عبر الأنترنت، التحكم في الجهاز، سرقة المعلومات منه كسرقة البريد الإلكتروني، تحميل ملفات من أي جهاز دون علم صاحبه، تركيب برمجيات تجسس كلوحة المفاتيح.,28,1
1158, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[12],التحكم في الأجهزة، سرقة المعلومات، تحميل الملفات من و إلى الجهاز دون علم صاحبه، التجسس على المستخدم بواسطة برامج ضغط لوحة المفاتيح حيث يتم إرسال المعلومات للهاكر بشكل أوتوماتيكي و يتمكن من خلالها بسرقة كلمات السر و المعلومات الخاصة .,28,1
1159, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,1.25,[13],نقص في المصداقية، تشكيك في النظام، ضياع المعلومات، يصبح الجزء الماكر هو المتسلط على النظام .,28,0
1160, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[14],نقل المعلومات من و الى الجهاز دون علم صاحبه ، سرقة وقرصنة المعلومات الشخصية، التحكم في الجهاز، تعطيل النظام ، التجسس و تركيب وسائل التجسس دون شعور مستخدم النظام ، مسح البيانات ، تزوير المعلومات .,28,1
1161, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,2.25,[15],التحكم في المستخدم، تحويل المعلومات من و إلى الجهاز، سرقة كلمة المرور و المستخدم .,28,0
1162, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[16],الحصول على باب خلفي يمكن المخترق من الولوج إلى النظام ، التحكم بالكمبيوتر كمسؤول، التمكن من تثبيت برامج خبيثة أخرى الحصول على كافة المعلومات من ملفات إلى كلمات المرور ، إمكانية التعطيل الكلي للنظام .,28,1
1163, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,3.75,[17],تجسس، تحميل ملفات من و إلى الحاسوب (نظام معلوماتي) ، تخريب ملفات و تسبب في شلل الحاسوب، أخذ كلمات المرور و معلومات هامة .,28,1
1164, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,2.25,[18],سرقة المعلومات للمستخدمين له ككلمة المرور و غير ذلك و قراءة ما تكتبه على لوحة المفاتيح .,28,0
1165, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,3.0,[19],سرقة ملفات و كلمات السر و معلومات شخصية ، سرقة الهوية، تحطيم النظام المعلوماتي .,28,1
1166, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,4.5,[20],يتم إشعار المخترقون بهذا ، فيقومون بإستخدام الباب الخلفي و ذلك من أجل التحكم في الجهاز و التجسس، سرقة البيانات ، تثبيت أجهزة و برامج .,28,1
1167, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,4.0,[21],تحميل و إضافة و تغيير و حذف البيانات من النظام دون علم صاحب الجهاز، التحكم في النظام، التجسس على المعلومات الخاصة و ذلك بسرقة كلمات السر بواسطة برامج تجسس لوحة المفاتيح .,28,1
1168, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[22],يستطيع المخترقون الإتصال بالجهاز عبر باب خلفي و منه: التحكم في الجهاز، سرقة المعلومات، تحميل الملفات، تركيب برمجيات التجسس .,28,1
1169, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,1.75,[23],توجيه المستخدم عبر باب خلفي الذي يجعل المعلومات الشخصية للمستخدم في متناول المخترق .,28,0
1170, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,3.25,[24],تثبيت برنامج يفتح  باب خلفي و يمكن من خلاله الإستعمال الكلي للنظام و التجسس و سرقة البيانات .,28,1
1171, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,3.75,[25],يمكن فتح باب خلفي في النظام حيث يمكن المخترق من أخذ ملفات أو معلومات و حتى تسجيل ضربات المفاتيح .,28,1
1172, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,1.75,[26],يصبح المخترقون على إتصال بباب خلفي ، مما يجعل المخترق يتحكم في الجهاز .,28,0
1173, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,1.75,[27],يتم عن ذلك سرقة المعلومات المتخصصة بالإنسان الذي يضمه ، و البيانات و الإجراءات و ذلك من أجل القرصنة أو تخريب المعلومات .,28,0
1174, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[28],يتم فتح باب خلفي ، يستغله المجرم أو الهاكر و يتصل من خلاله بجهاز الضحية و يتحكم فيه ، حذف أو تعديل بيانات ، تحميل من و إلى جهاز الضحية ، حصول على بيانات و نشرها .,28,1
1175, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,3.0,[29],سرقة المعلومات ، تحميل المعلومات من و إلى الجهاز ، حذف المعلومات، تغيير المعلومات .,28,1
1176, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,5.0,[30],تحكم المجرم بالحاسوب، سرقة المعلومات و تغييرها أو حتى إتلافها ، التحميل من و إلى الجهاز، تثبيت برامج لرصد ضربات لوحة المفاتيح لمعرفة كلمات المرور و الموز السرية .,28,1
1177, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,2.75,[31],ان يصبح المخترق للتحكم في النظام المعلوماتي و بالتالي يمكنه سرقة معلومات او تخريب النظام .,28,1
1178, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,3.0,[32],بعد اصابة النظام المعلوماتي بحصان طروادة يسمح للمخترق بأخذ المعلومات و الملفات من النظام الى آخر و يمكن أيضا تخريب النظام بأكمله أو جزء منه.,28,1
1179, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,4.0,[33],تحكم في الجهاز، تحميل الملفات من إلى جهاز المستخدم دون علمه، إنشاء برمجيات تسجيل نقرات لوحة المفاتيح، سرقة كلمة المرور و البريد الالكتروني.,28,1
1180, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,0.5,[34],إتلاف كلي النظام وحتى الحواسيب.,28,0
1181, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,2.75,[35],يصبح من الممكن للمجرمين أي المخترقين الاتصال بهذا الجهاز عن طريق باب خلفي عبر الإنترنت . مما يمنح المجرم تحكم كامل بالجهاز .,28,1
1182, ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟, يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.,3.0,[36],تشغيل البرنامج الذي هو فيه الى تنزيل وتثبيت البرامج الغير مرغوب فيها الموجودة داخله في الجهاز المستعمل ، بهذا يمكن التحكم بالجهاز عن بعد و تعطيله و إنزال برامج اخرى منه و اليه .,28,1
